coccus	rod	MeanDecreaseAccuracy	MeanDecreaseGini
OG0006813	0.00224045622424054	0.000919155476464511	0.00153107624736291	1.96195413100896
OG0006820	0.00222202263492005	0.0013661581468578	0.00176038740331618	2.91290905280527
OG0000037	0.00220116522212095	0.000606598532779731	0.00133791123812988	1.32415271029064
OG0004439	0.00218070764728239	0.000480849930771667	0.00126153017297354	2.53075685839447
OG0000361	0.00217392168834774	0.00143209248886999	0.00176579019926697	2.49556117626152
OG0003483	0.00216748000162558	0.000279831861341319	0.00115348999168563	0.814219709235183
OG0000810	0.00212408293741752	0.000193143892925667	0.00109431856652409	1.44848481547537
OG0001135	0.00211546693299279	0.000387828712480613	0.00117982874169491	2.47045436034438
OG0000825	0.00210323549560527	5.49824304997792e-05	0.000984346169942913	1.06214455683745
OG0006814	0.00205867069513646	0.00123185111816199	0.00160425376880418	2.2407448461396
OG0001183	0.002023933203236	0.000549569536771341	0.0012337971253945	2.3896191153474
OG0001060	0.00197867595808511	0.000135094881330989	0.00098054086817404	0.323035922915038
OG0004362	0.00196592553653829	0.000366102554192504	0.00110528981012713	1.55306265825564
OG0000232	0.00196366395446054	0.00105575208189459	0.00148111976699047	1.23474357339042
OG0000637	0.00194896129541562	8.50902017616238e-05	0.000941275806316084	0.707964398487007
OG0000372	0.00194840463159497	0.00103724060584924	0.00145651973368599	2.06960664945834
OG0001049	0.00190861558115497	0.00088417810228376	0.00135186535826121	2.18462610013753
OG0004093	0.00186280502856645	0.000780765762750183	0.00127089561346118	2.92592109068048
OG0001265	0.0018525682377852	-8.48371383394783e-07	0.000856817928843732	0.843022088065099
OG0001230	0.00184067470337699	0.000756248765603154	0.00125718894716354	1.65993102615134
OG0000790	0.00181474693071464	0.000138899315157461	0.000909057013056284	0.514453369530845
OG0005008	0.00176292922037452	0.000303580992946581	0.000969771864800116	1.31587734994868
OG0000275	0.00174464806405556	0.000173510697660388	0.000897151614886089	0.97960719453178
OG0001204	0.0017426707861509	0.000133590875055772	0.000863896292470261	0.812328385465645
OG0000551	0.00174048226968422	0.00130336832128167	0.00150482641172551	2.52888108335179
OG0000561	0.00173125838743528	0.000504821783586002	0.00108090816181956	1.15250483114776
OG0003238	0.00172974512162504	0.000657666026511399	0.00114023775745637	1.71020966898219
OG0000595	0.0017236572905939	0.000109506581440958	0.000854753438146987	1.20294683919768
OG0000422	0.00171130650747542	0.000457533918317294	0.00103463608571787	2.6810958758017
OG0000115	0.00171116119186013	0.000391713336825138	0.00100506015239063	1.15872561494131
OG0001065	0.00168751635919324	7.91295720076208e-05	0.000834528155805326	0.520025301739972
OG0000989	0.00168003808496955	0.000109126729864027	0.000837646968295762	1.12919126620977
OG0001346	0.00167751148629574	0.000626332112952208	0.00111130840481127	1.46322852728185
OG0002732	0.00167385755633528	0.000128288084208232	0.000842244675952056	0.488537368514267
OG0003145	0.00167003329797789	0.000570737835495809	0.00107771065562294	2.20171020453344
OG0000088	0.0016608518429107	0.000106417613143641	0.000827670581114615	0.752404691765796
OG0001160	0.00164113511279002	0.000501658001378209	0.00102506546777158	1.38702806127544
OG0001056	0.0016263467239204	0.000792806837675456	0.00117454049073439	1.33700552899626
OG0004859	0.00160508472585688	0.00063924935269838	0.00108372017186621	1.43182261480266
OG0000240	0.00160301039941411	0.000252318597356423	0.000871794763864233	1.15878606376314
OG0000107	0.00158880212830659	0.000680016275663791	0.0010986730550449	1.29180754087863
OG0000094	0.00158464517034058	0.000537340227632202	0.00102403245146814	1.08902318759702
OG0002129	0.00156566862262702	0.000337599594588157	0.000909123930905179	0.825192888047488
OG0000103	0.00156259370643299	1.60740565188018e-05	0.000732899515681468	1.97086768953582
OG0001210	0.00155659834461055	0.000790481487288804	0.0011457516036312	1.2519487267509
OG0000478	0.00154234140371658	0.000512022287548531	0.000992723054693116	1.89659477443844
OG0000333	0.00152906985066288	0.000215744393490979	0.000821243880150513	1.10334386692125
OG0019121	0.00152719138070005	0.000123164727915106	0.000780106257882115	2.72536719309733
OG0001422	0.00150495231479058	0.000617303589200446	0.00102928997694764	1.86657739923595
OG0001879	0.00146794988570437	0.000299120608325642	0.0008262638902817	0.948002829829734
OG0006198	0.00143951608226194	0.000969977936824789	0.00118875472820896	2.1796194463121
OG0000228	0.00142791696147876	-6.73114309998025e-05	0.000616941926927911	0.425135873026251
OG0000237	0.00141666497130184	0.000452857520429305	0.000892676145856598	0.981039038902658
OG0002407	0.00141422185691373	0.000396592145695816	0.000864751142014975	0.696208195925471
OG0001100	0.00140628721763306	0.000961588014470258	0.00116471973531461	1.82259506828692
OG0002154	0.0014051453894077	0.000346316093964457	0.000828684499651865	1.980910053829
OG0000002	0.00139503008234062	0.000127816030326687	0.000715536496294826	0.752735968265074
OG0001240	0.00139220417756604	9.91412199700412e-05	0.000700975851749527	0.749200866827564
OG0000134	0.00138494622778004	0.000110088218892692	0.000698982417221891	0.702285520379336
OG0002131	0.00138435676778977	0.00018502775221295	0.000733721081837059	1.69422730067151
OG0000438	0.00137977690053404	7.1917488605961e-05	0.000674295451659141	0.91065589213828
OG0000820	0.00135947482575844	0.000212011152712731	0.000751470608550464	0.791346309259112
OG0000218	0.00135289246875484	0.000251627762809418	0.000757442602175435	0.824078085177519
OG0002773	0.00135211187542184	0.000238790765666668	0.000758161830148216	0.892538608326983
OG0002617	0.0013501751204177	0.000358217584760077	0.000823548974792514	1.45663350234572
OG0005906	0.00134840822290244	0.000947000726162487	0.00112873475696127	1.64919516274043
OG0000911	0.00132199619835059	0.000501233362067529	0.000879853872271909	1.77558817405451
OG0007901	0.00131960671428487	0.000637199226118933	0.000954979636363546	2.82648637387429
OG0001275	0.00130563444405074	0.00048105602408536	0.000870769866933886	1.21003619106983
OG0000889	0.00129747592177963	0.000279240223004807	0.000751529534112008	2.30622888498498
OG0000407	0.0012612027168554	0.000516658625782665	0.000868263682690919	1.04919724226729
OG0000847	0.00124500321258576	2.68432312235929e-05	0.0005878575536219	0.31936881483602
OG0001353	0.00123676169843028	1.61987748571652e-05	0.000580246286500584	0.16957455810749
OG0000323	0.00122138363616336	0.00023929318508155	0.000694084335790737	0.814698281946511
OG0000023	0.00121546123340707	1.34542559969557e-05	0.000573645898062099	0.466151921664571
OG0005663	0.00120132547898255	0.00029008557327191	0.000714353802837792	1.1473306548648
OG0006202	0.00120012198924007	0.000673819578280012	0.000916354800800326	1.48786622660078
OG0000208	0.00119766737083162	0.000268635139175018	0.000701984973842129	0.755188452091566
OG0000649	0.00118923908956929	0.000302052386257431	0.00071885894038745	2.07329759681306
OG0001077	0.00117602541848093	0.00023339793044513	0.000669242144881116	1.13690122784829
OG0000105	0.00117338891344513	-8.33266877891448e-06	0.000543855889457048	0.344165236546152
OG0000295	0.00116919699527061	0.000148804809876238	0.000615561966889845	0.684141184303045
OG0000354	0.00116632039431812	0.0011193589816669	0.00113472666387616	1.26376158262533
OG0000311	0.00116610173512174	0.000131664252934942	0.000609862060154234	1.41975265130518
OG0000145	0.00114690278222462	0.000429741517844284	0.000754315908997985	0.825190861632446
OG0000258	0.00114427844601843	0.000403057635118535	0.000748909081520072	1.13694619647883
OG0001444	0.00113489810083764	0.000402957243897099	0.000740719460425931	0.975737490695209
OG0000063	0.00113059098453541	4.27929893670737e-05	0.000551140643739762	0.435809520055844
OG0002968	0.00112840304579032	0.000532743399340016	0.000810236174167782	1.31934008474673
OG0000704	0.00109315207840244	0.000145662575195675	0.000582938224241217	1.27087446655872
OG0002038	0.00108968298651913	1.69585723106167e-05	0.00050810311631578	0.207974385466028
OG0000047	0.00108447750128794	5.38306177352282e-05	0.00053041294059105	1.03627376454657
OG0000302	0.0010746198103275	0.000180745286883553	0.000595985937892895	0.777463827467814
OG0003016	0.00107401767155743	8.90767649167486e-05	0.000539164920765201	1.10391895825722
OG0000167	0.0010708037258413	0.000318256564019109	0.000665747958894317	0.620432075785749
OG0002814	0.00107069599498354	0.000182135545274012	0.000593590186786856	0.461606920057706
OG0000920	0.0010704264095854	2.45053652123811e-05	0.000508724235645066	0.160443613064993
OG0006199	0.00104594309439025	0.000501808374905121	0.000752265909034481	1.71776702999282
OG0000605	0.00103716894458053	0.000123867210506229	0.000545189193137787	0.824748766302167
OG0000009	0.00102756467513346	8.48358012630523e-05	0.000514800699527232	0.566295585330454
OG0000003	0.00102420380000614	0.000951278700243754	0.000979020742018966	1.00964413961142
OG0000668	0.00102094740573406	1.27237787992914e-05	0.000472508164528287	0.281741516031979
OG0000197	0.00101969462064228	0.000176586103771235	0.000570407634206926	0.617243767399643
OG0000582	0.00101711680847527	1.61992255747618e-05	0.000472004751238516	0.504843476619616
OG0000131	0.00101040587199952	0.000125532647401568	0.00053002004964502	0.472907994912083
OG0004302	0.00098438397373424	0.000256986484761507	0.000592486910076245	1.75690887048072
OG0000188	0.000981081254446982	0.000370738084260061	0.000648287713173699	0.903744765986836
OG0001129	0.000980106768018197	1.23133121363641e-05	0.00045937106270662	1.06405132184298
OG0004600	0.000974090933866662	0.000393771881111402	0.000662784364276167	1.2508623668729
OG0000444	0.000965673364027152	4.31245457748238e-05	0.000463474135748893	0.202727290478704
OG0001673	0.000963627193058795	0.000644683819101177	0.000798583673141903	0.980190166077714
OG0000268	0.000931832860067347	-1.39131943272149e-05	0.000423562833818385	0.343800527775907
OG0001708	0.000931276395684957	2.79618417458897e-05	0.000449065371661943	0.336510474088558
OG0001471	0.000928041771065783	0.000429780388965192	0.000659684821033675	0.789199500897778
OG0000233	0.000907776942097203	0.000523167932735867	0.000700495373207201	0.809734623718153
OG0000066	0.000907016672899366	5.05431061074348e-05	0.000445890334679155	0.47718514168699
OG0000141	0.000905993093642479	2.9367940746147e-05	0.000427435945836005	0.541858649400913
OG0000826	0.000898895250650541	2.34732233078436e-06	0.000419555481413712	0.175507929626925
OG0001226	0.000896867795303532	0.000536390630546929	0.000702689510550867	0.962749291119542
OG0000168	0.000893190645340283	7.69860515412371e-05	0.000450893551089639	0.495835036997682
OG0000028	0.000891224384662753	1.84174148573056e-05	0.000420622201447392	0.569016429270009
OG0001332	0.000889919224313242	-4.58812099183975e-06	0.000404094216815767	0.373104807710453
OG0002184	0.000883552889085944	-1.19235097215288e-06	0.000405530184046416	0.377992248732253
OG0000657	0.000880018790240787	0.000480229294783308	0.000665524671826424	1.23986140674001
OG0002733	0.000876726325923248	0.000308684410061908	0.000569936552851001	0.492782820329503
OG0007188	0.00087525175306901	0.000606275236959115	0.000728270188109356	1.51411053706048
OG0002053	0.000860311116473621	0.000415517799036815	0.000626457666212432	0.501621890859448
OG0005289	0.000853811928221448	0.000135342881643285	0.000465088017852448	0.575656753736793
OG0001159	0.000852942806501082	4.25362430642583e-05	0.00041778714923103	0.496644961906983
OG0000160	0.000846792022290455	7.94981724111762e-05	0.000431830845595613	0.536509749841821
OG0000212	0.000845698614187098	0.000126669518863355	0.000451952099499207	0.791044739925159
OG0000026	0.000842239364443216	5.80949013636238e-05	0.00042552493192787	0.65444724668492
OG0000226	0.00083976345501474	1.08459316823931e-05	0.000395647692322421	0.341126791325491
OG0000329	0.000839457765274433	1.32818865175135e-05	0.000402378431034289	0.162176153670072
OG0000205	0.000839155276578116	0.000144356126939695	0.000466968983756575	0.463544693864639
OG0000365	0.000835394916600869	5.96874995855037e-05	0.000417635380370989	0.386226121623863
OG0001670	0.000833928392855718	0.000261516376723345	0.000529414206329498	0.62138552202479
OG0000469	0.000821672353142046	1.21117729098554e-05	0.000381858904022965	0.244043779724118
OG0000018	0.000804801689258585	1.69292093162739e-05	0.000372643719627198	0.36172315193569
OG0004858	0.000802692178691627	0.0004297559898163	0.000597799465470013	0.987054124586347
OG0001571	0.000801015385591759	7.66879490855175e-05	0.000405673310211095	0.342806157733818
OG0000214	0.000799431645589582	0.000108846506908624	0.000429308966690382	0.36854099612936
OG0001890	0.000793231905963428	4.56131032491052e-05	0.000392231031866169	1.57434078888572
OG0000004	0.000791559939701019	8.21938632524709e-05	0.000407986385483773	0.622621554112009
OG0001722	0.000783781849246369	0.000157337064472278	0.000447039232166383	0.569506456983688
OG0006490	0.000783467346525645	0.000568302020597997	0.000669936888848408	1.43718462692513
OG0000855	0.000780038327575261	0.000119857990678045	0.000421608005574531	0.542788810847767
OG0000001	0.00077951749582198	0.000143416095695586	0.000436127726212065	0.508098888811803
OG0001936	0.000775670838855543	8.35921641603368e-05	0.000394467052754777	0.327205978534533
OG0001340	0.000775240988748336	7.93836254532279e-05	0.000401390071888363	0.312455089156147
OG0003493	0.000771087926900635	0.000305640854533855	0.0005139242081441	0.860057238300909
OG0000147	0.000768232562237071	5.66553966466062e-05	0.00038420089056924	0.514785255531304
OG0003293	0.000763413732991591	0.000104928846142185	0.000412872523586172	0.521344032185664
OG0000555	0.000763201365631699	2.05097073672303e-05	0.000360779442681828	0.363812617168902
OG0001991	0.000762579601025675	0.000259950998043288	0.000498224386565618	0.661265757248225
OG0000227	0.000755993032883491	4.62298703529191e-05	0.00036856477903547	0.274004389271996
OG0002645	0.000755925497216922	0.000108602545283948	0.000401837496400607	0.566150454786556
OG0000857	0.000753493090657575	0.000133268930967635	0.000423864364428122	0.542806848883099
OG0002508	0.000751107365092276	4.79743130472735e-05	0.000373442953876121	0.430822710707387
OG0000169	0.000750449586240762	0.000234154236188645	0.000467614861111331	0.491896753479024
OG0000450	0.000746865259207467	-1.18210610869127e-05	0.000336974362397426	0.276260668158161
OG0000082	0.000745106841834023	0.00138144217056213	0.00108701578726129	1.24694588078742
OG0002913	0.000744149814988281	-9.58287292428188e-05	0.000287614325905301	0.295662716680981
OG0001086	0.00073925120371457	0.000463037970181857	0.000593028957986237	0.995385082368246
OG0001505	0.000738010815642798	6.37025002539584e-05	0.000373830731909998	0.40661347308391
OG0000119	0.000736726954160614	2.36232161450089e-05	0.000352816267588339	0.327896198589803
OG0001957	0.000732979170697192	9.92177135560744e-05	0.000392396452157364	0.51569161099423
OG0000688	0.00073150123543533	1.51279845249643e-05	0.000343300671614521	0.543404734412979
OG0000935	0.000720944438495868	0.000477010904602149	0.000587653263377467	0.670338703280118
OG0000265	0.000715862793854546	2.5703061229605e-05	0.000346433147750985	0.282962527593147
OG0000014	0.000714968685962679	9.24873341763423e-05	0.000376309102660746	0.319430470378829
OG0000490	0.000713918262874354	4.0482967129265e-05	0.000342933476235922	0.4110352554558
OG0001232	0.000711254703511672	0.000272879232643884	0.000471998112715993	0.549448926442612
OG0000264	0.000708825607908543	3.09949423408676e-05	0.000343159013944583	0.421413809645334
OG0001365	0.000699894070147185	0.000172161757955925	0.000414253783548787	0.5282066466054
OG0000050	0.000699692177300119	0.000169782723242373	0.000409827596113535	0.622564002396329
OG0000760	0.000696799649047056	0.00051316874834948	0.000594013760477186	0.911505750677951
OG0000844	0.000692492185659096	5.16800747078402e-05	0.000345243732090506	0.271557832921908
OG0015575	0.000690913372381017	0.000384827516806529	0.00052410322458224	0.809057417709323
OG0000957	0.000686429537393129	-4.1707525413581e-05	0.000298959888621452	0.204889638960833
OG0000475	0.000681508519678513	0.000242351054725923	0.000448297655026519	0.558256107986289
OG0000579	0.000675048859147808	0.000276681088809732	0.000456029109931177	0.732598543233178
OG0000206	0.000670235005051578	2.37673538742669e-05	0.000319528211118036	0.210756361709041
OG0004589	0.00066562576058864	0.000358346585725004	0.000496451426980449	0.669692870206612
OG0001839	0.00066381983448192	0.000104852117534724	0.000362332384764173	0.45038333843906
OG0000685	0.000661287999194208	3.45255426400931e-05	0.000321378868185048	0.172343752431705
OG0000259	0.000660150697912297	0.000305960561848427	0.000463074646376591	0.649121818330743
OG0003300	0.000655560632041688	0.000352473154403557	0.000495791594976527	0.746634386451357
OG0000990	0.00065529686081375	-3.65081965970633e-05	0.00028192822064436	0.179672145718974
OG0002278	0.000648319539539336	5.52894400712515e-05	0.000330820779193162	0.450946019080689
OG0000142	0.000643966279913114	0.000115081362463453	0.000356929165464087	0.517964308102801
OG0000039	0.00064244502168664	2.20669657183315e-05	0.000308053079598367	0.488916187500077
OG0000969	0.000640780671862138	1.51961322694242e-05	0.00030790744629964	0.0792605850300832
OG0001177	0.000636650992933143	2.88114758803127e-05	0.000314844378313732	0.217696153981199
OG0011613	0.000635722487401737	3.11318221012993e-05	0.000307437817708232	0.266805722393565
OG0001402	0.000633461128023029	0.000320038510304295	0.000460445589294949	0.412877545645625
OG0022105	0.000629038736233611	0.000737839837460682	0.000690055978632338	0.779935785212738
OG0008152	0.000627229800110777	0.000319653460550142	0.000457478394022718	1.97846480975829
OG0002507	0.000623318923353131	-2.94415895351195e-05	0.000266488962108576	0.369261886606435
OG0000054	0.000620477198824709	9.52807072121e-05	0.000339143192475905	0.596110491390885
OG0000085	0.000619244674557395	6.4959854655157e-05	0.00031837758808128	0.428991451967084
OG0001266	0.000613366299578162	0.000101427658794699	0.000330101856276023	0.373870858632411
OG0000866	0.000609970512882916	0.000219880887204092	0.000398228849921555	0.463424270008752
OG0000458	0.000609936471499742	7.60546460106211e-05	0.000322264655275668	0.251532735969027
OG0001331	0.000608056426208582	-1.91037272489702e-05	0.000274941703155879	0.102903550125932
OG0001228	0.000604788890525105	1.84177183772484e-05	0.000285241100774379	0.287608974808866
OG0009624	0.000604256081797087	0.000363439365530748	0.000476132115070106	0.905544626183753
OG0001888	0.000601619823636374	9.70922604809638e-05	0.000328198123611634	0.354421551443468
OG0000035	0.000599664478144973	0.000980370457224668	0.00079710268061801	0.846742736490225
OG0001576	0.000595948610611453	0.000201968799066088	0.000383122429764672	0.877468596833985
OG0001277	0.000595521156558064	3.3939757587914e-05	0.000289937549984601	0.215889985971595
OG0001359	0.000587060357893535	-1.49304383845553e-06	0.000269306762695695	0.113831625994178
OG0000072	0.000585527997871151	5.83515372530087e-05	0.000298216478889268	0.453004703920027
OG0000894	0.000583426969403664	2.08036805558897e-05	0.000278681278465022	0.169412020986974
OG0000642	0.000581714350028031	0.000465636733088418	0.000519141309635753	0.921099582562915
OG0000022	0.00058117787563483	6.29253877377029e-05	0.000305763933594195	0.366753203856285
OG0000098	0.000577371850846486	5.12539923742174e-05	0.000292453195741376	0.4496444626324
OG0000512	0.000575570744787655	8.36968972490669e-05	0.000313018294901178	0.173503441265079
OG0000010	0.00057371023821676	8.42686620085787e-05	0.000309264619377804	0.427398016788466
OG0000185	0.000572877912082523	-5.51419816504767e-08	0.000264494689030996	0.364983490652815
OG0001211	0.000572035626574329	-1.34970427703605e-06	0.000259009606178041	0.124587615517554
OG0001744	0.000570026953471155	1.13746544842225e-06	0.000262911391924811	0.142862780514743
OG0000464	0.000568104517444932	6.81550898395648e-06	0.000266016951394301	0.347061041748102
OG0001186	0.000567648907485966	9.80069180524782e-05	0.000316236080185442	0.139342180325194
OG0004282	0.000567367501237002	0.000274418871443704	0.000411463261537276	1.11849044775155
OG0002428	0.000564547995741924	4.11447817605644e-05	0.000281994864928259	0.522855360429383
OG0002211	0.000563674423668634	0.000187805805103336	0.000362267957457298	0.476598827223098
OG0000915	0.000561101791955828	6.45662062470077e-05	0.000293049613955515	0.357666459690385
OG0000191	0.000560128660573742	0.00016006128143679	0.000346722779739665	0.371934847870818
OG0001686	0.000556641306783072	1.45347615286417e-05	0.000265633328287506	0.122342903859597
OG0001168	0.00055561429604889	-5.79543811412739e-05	0.000224877520222755	0.28210182379933
OG0000380	0.000555058410140653	1.5552891047406e-05	0.000264518868325315	0.195779670899628
OG0000875	0.000553257558722945	5.33319522072073e-05	0.000282076127353063	0.203027031351038
OG0000138	0.00055259751355297	3.50482004220668e-05	0.000273698054045399	0.236660389527505
OG0001763	0.000552244945715802	0.000146397320064853	0.000335688412549349	0.46335040449105
OG0000624	0.00055080181653902	0.000192772631954669	0.000356785782284084	0.352591206839309
OG0001847	0.000550316564376481	9.09313147412804e-05	0.000302119783760751	0.29863301672872
OG0004839	0.000548033431939486	0.000300118969102994	0.000413825032958987	1.27737991787712
OG0000421	0.000547051818936238	5.96003933322004e-05	0.000282507229204819	0.501531840459937
OG0000563	0.000545851913884553	5.56464731345198e-05	0.000282871152141038	0.465608851745338
OG0002171	0.00054431512878169	-0.000112330497394237	0.000189470957276581	0.154189800218209
OG0000230	0.000544218447834422	0.000108278012372683	0.000310692945318056	0.402036271157305
OG0002383	0.000543937555754389	0.000147462426283249	0.000334878082731821	0.589824347423969
OG0004443	0.000541269494142399	0.000426840833464903	0.000479547653772888	1.51826609161041
OG0001073	0.000540277823378101	4.34286159805821e-05	0.00027321878204767	0.273614159436343
OG0000019	0.000537745019165854	0.000149191550230471	0.00032923152613035	0.512110932702566
OG0000305	0.000533851317343083	-3.06221864284822e-06	0.000249555783486608	0.213359502544104
OG0001531	0.000532876351570105	3.423932656348e-05	0.000264170270221827	0.160728435868411
OG0091222	0.000530414330213609	0.000220571534587835	0.000365238154716335	0.622364032239207
OG0001162	0.000529314073522872	7.1521179878216e-06	0.00024985780101496	0.32037220636925
OG0000300	0.000529114006915672	0.000444248402956166	0.000482341757626452	0.514385097870609
OG0002716	0.000527706406179658	0.000262837106264381	0.000384058135734821	0.763299461822
OG0001167	0.000526291857048721	7.57753382316639e-05	0.000286794331443105	0.451745760128418
OG0000341	0.000525466241756401	-3.38775135423261e-06	0.000240533869510939	0.225489298509632
OG0000471	0.000522851643352537	7.85345523256445e-05	0.000281373211663344	0.230767600733509
OG0001409	0.000522624401460163	6.4792182331717e-06	0.000247708206238247	0.128903510933794
OG0000106	0.000521964081120715	8.54612475419272e-05	0.00028686998920766	0.616324378343514
OG0000337	0.000521703475581098	-4.43430631057863e-05	0.000217596126269253	0.323155331120114
OG0091270	0.000518464517087548	0.000207689354710981	0.000352655350347879	0.585631469223291
OG0000062	0.000514450579733717	0.000329121375225496	0.000415981779913941	0.512414415345184
OG0000301	0.000511465466714655	7.59284894544271e-05	0.000278839483839302	0.285933899885563
OG0025322	0.000510082288635457	0.000254501540064642	0.000372444885243505	0.613621834278687
OG0000151	0.000508132745020429	2.07625731156913e-05	0.000241884893993509	0.124737076806782
OG0001438	0.000507583491643145	6.99769387114371e-05	0.000275013790955607	0.171252117852577
OG0000078	0.00050753696443981	6.9146998946778e-05	0.000269211837581853	0.363851719281493
OG0000179	0.000506366940940054	0.000192231709983004	0.000335808815851048	0.472246318672752
OG0000416	0.000505868098785677	7.34159442644241e-05	0.000270110245970987	0.338015314679354
OG0003452	0.000505219621143648	0.000158980620990712	0.000320108352538565	0.4162692777083
OG0003420	0.000502673201719161	0.000140070205805726	0.000310908594644233	0.406188671000551
OG0091428	0.000502108537268746	0.000257327051560171	0.00037013895517775	0.610095633709115
OG0001532	0.000500335160777258	-1.65104107504801e-05	0.000221014852344343	0.124361938807409
