observed	predict
GCF_002995755.1	Spore_forming	Spore_forming
GCF_900100185.1	Spore_forming	Spore_forming
GCF_001591485.1	Spore_forming	Spore_forming
GCF_002335815.1	Spore_forming	Spore_forming
GCF_017875645.1	Spore_forming	Spore_forming
GCF_007990755.1	Spore_forming	Spore_forming
GCF_000341185.1	Spore_forming	Spore_forming
GCF_014651735.1	Spore_forming	Spore_forming
GCF_000341125.1	Spore_forming	Spore_forming
GCF_000341025.1	Spore_forming	Spore_forming
GCF_017377855.1	Non_spore_forming	Non_spore_forming
GCF_001580535.1	Non_spore_forming	Non_spore_forming
GCF_000425045.1	Non_spore_forming	Non_spore_forming
GCF_018854555.1	Non_spore_forming	Non_spore_forming
GCF_003966655.1	Non_spore_forming	Non_spore_forming
GCF_000488215.1	Non_spore_forming	Non_spore_forming
GCF_000429225.1	Non_spore_forming	Non_spore_forming
GCF_900103385.1	Non_spore_forming	Non_spore_forming
GCF_000820085.1	Non_spore_forming	Non_spore_forming
GCF_003234965.1	Non_spore_forming	Non_spore_forming
GCF_014636215.1	Non_spore_forming	Non_spore_forming
GCF_014644575.1	Non_spore_forming	Non_spore_forming
GCF_900148515.1	Non_spore_forming	Non_spore_forming
GCF_004366575.1	Non_spore_forming	Non_spore_forming
GCF_900129315.1	Non_spore_forming	Non_spore_forming
GCF_000265365.1	Non_spore_forming	Non_spore_forming
GCF_900109085.1	Non_spore_forming	Non_spore_forming
GCF_003317055.1	Non_spore_forming	Spore_forming
GCF_900168165.1	Non_spore_forming	Non_spore_forming
GCF_004365555.1	Non_spore_forming	Non_spore_forming
GCF_012222965.1	Non_spore_forming	Non_spore_forming
GCF_000526375.1	Non_spore_forming	Non_spore_forming
GCF_014646975.1	Non_spore_forming	Non_spore_forming
GCF_003858655.1	Non_spore_forming	Non_spore_forming
GCF_900142275.1	Non_spore_forming	Spore_forming
GCF_000154565.1	Non_spore_forming	Non_spore_forming
GCF_001855385.1	Non_spore_forming	Non_spore_forming
GCF_900110585.1	Non_spore_forming	Non_spore_forming
GCF_005818985.1	Non_spore_forming	Non_spore_forming
GCF_004214815.1	Non_spore_forming	Non_spore_forming
GCF_900100255.1	Non_spore_forming	Non_spore_forming
GCF_014642635.1	Non_spore_forming	Non_spore_forming
GCF_000429605.1	Non_spore_forming	Non_spore_forming
GCF_014635325.1	Non_spore_forming	Non_spore_forming
GCF_016858125.1	Non_spore_forming	Non_spore_forming
GCF_000428125.1	Non_spore_forming	Non_spore_forming
GCF_000613825.1	Non_spore_forming	Non_spore_forming
GCF_003096835.1	Non_spore_forming	Non_spore_forming
GCF_000296465.1	Non_spore_forming	Non_spore_forming
GCF_900129045.1	Non_spore_forming	Non_spore_forming
GCF_000741615.1	Non_spore_forming	Non_spore_forming
GCF_003752405.1	Non_spore_forming	Non_spore_forming
GCF_007830635.1	Non_spore_forming	Non_spore_forming
GCF_007828155.1	Non_spore_forming	Non_spore_forming
GCF_003633725.1	Non_spore_forming	Non_spore_forming
GCF_000379665.1	Non_spore_forming	Non_spore_forming
GCF_900142995.1	Non_spore_forming	Spore_forming
GCF_016908415.1	Non_spore_forming	Non_spore_forming
GCF_000183405.1	Non_spore_forming	Non_spore_forming
GCF_001517835.1	Non_spore_forming	Non_spore_forming
GCF_016862675.1	Non_spore_forming	Non_spore_forming
GCF_004519295.1	Non_spore_forming	Non_spore_forming
GCF_001570825.1	Non_spore_forming	Non_spore_forming
GCF_016595555.1	Non_spore_forming	Non_spore_forming
GCF_001517345.1	Non_spore_forming	Non_spore_forming
GCF_003628755.1	Non_spore_forming	Non_spore_forming
GCF_018304965.1	Non_spore_forming	Non_spore_forming
GCF_000225705.1	Non_spore_forming	Non_spore_forming
GCF_000590555.1	Non_spore_forming	Non_spore_forming
GCF_003428165.1	Non_spore_forming	Non_spore_forming
GCF_014643575.1	Non_spore_forming	Non_spore_forming
GCF_016908775.1	Non_spore_forming	Spore_forming
GCF_900109185.1	Non_spore_forming	Non_spore_forming
GCF_000975055.1	Non_spore_forming	Non_spore_forming
GCF_902813185.1	Non_spore_forming	Non_spore_forming
GCF_900142135.1	Non_spore_forming	Non_spore_forming
GCF_011927665.1	Non_spore_forming	Non_spore_forming
GCF_000024325.1	Non_spore_forming	Non_spore_forming
GCF_003751385.1	Non_spore_forming	Non_spore_forming
GCF_014197055.1	Non_spore_forming	Non_spore_forming
GCF_000169235.1	Non_spore_forming	Non_spore_forming
GCF_014640335.1	Non_spore_forming	Non_spore_forming
GCF_004322855.1	Non_spore_forming	Non_spore_forming
GCF_014640475.1	Non_spore_forming	Non_spore_forming
GCF_004300825.1	Non_spore_forming	Non_spore_forming
GCF_003688555.1	Non_spore_forming	Non_spore_forming
GCF_000722635.1	Non_spore_forming	Non_spore_forming
GCF_016908995.1	Non_spore_forming	Non_spore_forming
GCF_002806915.1	Non_spore_forming	Non_spore_forming
GCF_001730315.1	Non_spore_forming	Non_spore_forming
GCF_014396165.1	Non_spore_forming	Non_spore_forming
GCF_000745905.1	Non_spore_forming	Non_spore_forming
GCF_900100515.1	Non_spore_forming	Non_spore_forming
GCF_000420625.1	Non_spore_forming	Non_spore_forming
GCF_900109025.1	Non_spore_forming	Non_spore_forming
GCF_900115705.1	Non_spore_forming	Non_spore_forming
GCF_016908355.1	Non_spore_forming	Non_spore_forming
GCF_900102745.1	Non_spore_forming	Spore_forming
GCF_000377745.1	Non_spore_forming	Non_spore_forming
GCF_000248035.1	Non_spore_forming	Non_spore_forming
GCF_003183825.1	Non_spore_forming	Non_spore_forming
GCF_001655005.1	Non_spore_forming	Non_spore_forming
GCF_000376785.1	Non_spore_forming	Non_spore_forming
GCF_016908315.1	Non_spore_forming	Non_spore_forming
GCF_000428505.1	Non_spore_forming	Non_spore_forming
GCF_004361875.1	Non_spore_forming	Non_spore_forming
GCF_014191425.1	Non_spore_forming	Non_spore_forming
GCF_000423145.1	Non_spore_forming	Non_spore_forming
GCF_000023785.1	Non_spore_forming	Non_spore_forming
GCF_000526715.1	Non_spore_forming	Non_spore_forming
GCF_900141805.1	Non_spore_forming	Non_spore_forming
GCF_900104245.1	Non_spore_forming	Non_spore_forming
GCF_000258405.1	Non_spore_forming	Non_spore_forming
GCF_014647255.1	Non_spore_forming	Non_spore_forming
GCF_900129455.1	Non_spore_forming	Spore_forming
GCF_001708405.1	Non_spore_forming	Non_spore_forming
GCF_000023325.1	Non_spore_forming	Non_spore_forming
GCF_001436695.1	Non_spore_forming	Non_spore_forming
GCF_019656055.1	Non_spore_forming	Non_spore_forming
