SampleID	Type	Group
GCF_001315085.1	Spore_forming	group1
GCF_003014555.1	Spore_forming	group1
GCF_004138525.1	Spore_forming	group1
GCF_900104185.1	Spore_forming	group1
GCF_017874135.1	Spore_forming	group1
GCF_015905325.1	Spore_forming	group1
GCF_001570545.1	Spore_forming	group1
GCF_017809215.1	Spore_forming	group1
GCF_004345255.1	Spore_forming	group1
GCF_002803845.1	Spore_forming	group1
GCF_000744225.1	Spore_forming	group1
GCF_000716545.1	Spore_forming	group1
GCF_007828865.1	Spore_forming	group1
GCF_004331465.1	Spore_forming	group1
GCF_014637345.1	Spore_forming	group1
GCF_004343255.1	Spore_forming	group1
GCF_000526995.1	Spore_forming	group1
GCF_900100955.1	Spore_forming	group1
GCF_900104175.1	Spore_forming	group1
GCF_016907955.1	Spore_forming	group1
GCF_014646255.1	Spore_forming	group1
GCF_016908465.1	Spore_forming	group1
GCF_002200835.1	Spore_forming	group1
GCF_001183605.1	Spore_forming	group1
GCF_014646155.1	Spore_forming	group1
GCF_900116235.1	Spore_forming	group1
GCF_004345705.1	Spore_forming	group1
GCF_900102685.1	Spore_forming	group1
GCF_016863495.1	Spore_forming	group1
GCF_900090225.1	Spore_forming	group1
GCF_004217615.1	Spore_forming	group1
GCF_016863535.1	Spore_forming	group1
GCF_900091555.1	Spore_forming	group1
GCF_014646315.1	Spore_forming	group1
GCF_003253475.1	Spore_forming	group1
GCF_900109115.1	Spore_forming	group1
GCF_900091575.1	Spore_forming	group1
GCF_009671205.1	Spore_forming	group1
GCF_014645775.1	Spore_forming	group1
GCF_015999265.1	Spore_forming	group1
GCF_002995755.1	Spore_forming	group1
GCF_900100185.1	Spore_forming	group1
GCF_001591485.1	Spore_forming	group1
GCF_002335815.1	Spore_forming	group1
GCF_017875645.1	Spore_forming	group1
GCF_007990755.1	Spore_forming	group1
GCF_000341185.1	Spore_forming	group1
GCF_014651735.1	Spore_forming	group1
GCF_000341125.1	Spore_forming	group1
GCF_000341025.1	Spore_forming	group1
GCF_014195505.1	Spore_forming	group2
GCF_013761175.1	Spore_forming	group2
GCF_003628505.1	Spore_forming	group2
GCF_014647195.1	Spore_forming	group2
GCF_003515705.1	Spore_forming	group2
GCF_001038425.2	Spore_forming	group2
GCF_900129485.1	Spore_forming	group2
GCF_014642755.1	Spore_forming	group2
GCF_014644435.1	Spore_forming	group2
GCF_014191785.1	Spore_forming	group2
GCF_003217495.1	Spore_forming	group2
GCF_014635665.1	Spore_forming	group2
GCF_004000865.1	Spore_forming	group2
GCF_014192395.1	Spore_forming	group2
GCF_000381905.1	Spore_forming	group2
GCF_000422465.1	Spore_forming	group2
GCF_004000905.1	Spore_forming	group2
GCF_014645615.1	Spore_forming	group2
GCF_017873605.1	Spore_forming	group2
GCF_000426545.1	Spore_forming	group2
GCF_014641075.1	Spore_forming	group2
GCF_002234615.1	Spore_forming	group2
GCF_017874735.1	Spore_forming	group2
GCF_900110315.1	Spore_forming	group2
GCF_013204885.1	Spore_forming	group2
GCF_000757885.1	Spore_forming	group2
GCF_017874615.1	Spore_forming	group2
GCF_011764445.1	Spore_forming	group2
GCF_011764565.1	Spore_forming	group2
GCF_900113175.1	Spore_forming	group2
GCF_016863135.1	Spore_forming	group2
GCF_016863155.1	Spore_forming	group2
GCF_014874095.1	Spore_forming	group2
GCF_900115845.1	Spore_forming	group2
GCF_001590825.1	Spore_forming	group2
GCF_003002065.1	Spore_forming	group2
GCF_014641675.1	Spore_forming	group2
GCF_001274775.1	Spore_forming	group2
GCF_000621505.1	Spore_forming	group2
GCF_014635605.1	Spore_forming	group2
GCF_013185195.1	Spore_forming	group2
GCF_011761185.1	Spore_forming	group2
GCF_016907655.1	Spore_forming	group2
GCF_003634995.1	Spore_forming	group2
GCF_014203755.1	Spore_forming	group2
GCF_002886185.1	Spore_forming	group2
GCF_000377705.1	Spore_forming	group2
GCF_002019765.1	Spore_forming	group2
GCF_003323745.1	Spore_forming	group2
GCF_000718255.1	Spore_forming	group2
GCF_014647035.1	Spore_forming	group2
GCF_000377985.1	Spore_forming	group2
GCF_900102435.1	Spore_forming	group2
GCF_900129375.1	Spore_forming	group2
GCF_009377175.1	Spore_forming	group2
GCF_019933235.1	Spore_forming	group2
GCF_014650695.1	Spore_forming	group2
GCF_014649415.1	Spore_forming	group2
GCF_009811555.1	Spore_forming	group2
GCF_014656315.1	Spore_forming	group2
GCF_014653855.1	Spore_forming	group2
GCF_014649435.1	Spore_forming	group2
GCF_014645895.1	Spore_forming	group2
GCF_000349325.1	Spore_forming	group2
GCF_019880305.1	Spore_forming	group2
GCF_011170125.1	Spore_forming	group2
GCF_014156695.1	Spore_forming	group2
GCF_014203505.1	Spore_forming	group2
GCF_014649635.1	Spore_forming	group2
GCF_900116145.1	Spore_forming	group2
GCF_004803895.1	Spore_forming	group2
GCF_014656075.1	Spore_forming	group2
GCF_014646275.1	Spore_forming	group2
GCF_014654785.1	Spore_forming	group2
GCF_016755855.1	Spore_forming	group2
GCF_015645455.1	Spore_forming	group2
GCF_016031615.1	Spore_forming	group2
GCF_001418395.1	Spore_forming	group2
GCF_000367365.1	Spore_forming	group2
GCF_000717645.1	Spore_forming	group2
GCF_014205315.1	Spore_forming	group2
GCF_003112535.1	Spore_forming	group2
GCF_001723065.1	Spore_forming	group2
GCF_008704795.1	Spore_forming	group2
GCF_014203475.1	Spore_forming	group2
GCF_002155905.1	Spore_forming	group2
GCF_000380165.1	Spore_forming	group2
GCF_900103455.1	Spore_forming	group2
GCF_000993785.3	Spore_forming	group2
GCF_014204985.1	Spore_forming	group2
GCF_000009045.1	Spore_forming	group2
GCF_014191075.1	Spore_forming	group2
GCF_002724055.1	Spore_forming	group2
GCF_900106765.1	Spore_forming	group2
GCF_002884435.1	Spore_forming	group2
GCF_014202575.1	Spore_forming	group2
GCF_014635125.1	Spore_forming	group2
GCF_003148565.1	Spore_forming	group2
GCF_002200865.1	Spore_forming	group2
GCF_014646235.1	Spore_forming	group2
GCF_002224365.1	Spore_forming	group2
GCF_014905415.1	Spore_forming	group2
GCF_000374345.1	Spore_forming	group2
GCF_017377855.1	Non_spore_forming	group1
GCF_001580535.1	Non_spore_forming	group1
GCF_000425045.1	Non_spore_forming	group1
GCF_018854555.1	Non_spore_forming	group1
GCF_003966655.1	Non_spore_forming	group1
GCF_000488215.1	Non_spore_forming	group1
GCF_000429225.1	Non_spore_forming	group1
GCF_900103385.1	Non_spore_forming	group1
GCF_000820085.1	Non_spore_forming	group1
GCF_003234965.1	Non_spore_forming	group1
GCF_014636215.1	Non_spore_forming	group1
GCF_014644575.1	Non_spore_forming	group1
GCF_900148515.1	Non_spore_forming	group1
GCF_004366575.1	Non_spore_forming	group1
GCF_900129315.1	Non_spore_forming	group1
GCF_000265365.1	Non_spore_forming	group1
GCF_900109085.1	Non_spore_forming	group1
GCF_003317055.1	Non_spore_forming	group1
GCF_900168165.1	Non_spore_forming	group1
GCF_004365555.1	Non_spore_forming	group1
GCF_012222965.1	Non_spore_forming	group1
GCF_000526375.1	Non_spore_forming	group1
GCF_014646975.1	Non_spore_forming	group1
GCF_003858655.1	Non_spore_forming	group1
GCF_900142275.1	Non_spore_forming	group1
GCF_000154565.1	Non_spore_forming	group1
GCF_001855385.1	Non_spore_forming	group1
GCF_900110585.1	Non_spore_forming	group1
GCF_005818985.1	Non_spore_forming	group1
GCF_004214815.1	Non_spore_forming	group1
GCF_900100255.1	Non_spore_forming	group1
GCF_014642635.1	Non_spore_forming	group1
GCF_000429605.1	Non_spore_forming	group1
GCF_014635325.1	Non_spore_forming	group1
GCF_016858125.1	Non_spore_forming	group1
GCF_000428125.1	Non_spore_forming	group1
GCF_000613825.1	Non_spore_forming	group1
GCF_003096835.1	Non_spore_forming	group1
GCF_000296465.1	Non_spore_forming	group1
GCF_900129045.1	Non_spore_forming	group1
GCF_000741615.1	Non_spore_forming	group1
GCF_003752405.1	Non_spore_forming	group1
GCF_007830635.1	Non_spore_forming	group1
GCF_007828155.1	Non_spore_forming	group1
GCF_003633725.1	Non_spore_forming	group1
GCF_000379665.1	Non_spore_forming	group1
GCF_900142995.1	Non_spore_forming	group1
GCF_016908415.1	Non_spore_forming	group1
GCF_000183405.1	Non_spore_forming	group1
GCF_001517835.1	Non_spore_forming	group1
GCF_016862675.1	Non_spore_forming	group1
GCF_004519295.1	Non_spore_forming	group1
GCF_001570825.1	Non_spore_forming	group1
GCF_016595555.1	Non_spore_forming	group1
GCF_001517345.1	Non_spore_forming	group1
GCF_003628755.1	Non_spore_forming	group1
GCF_018304965.1	Non_spore_forming	group1
GCF_000225705.1	Non_spore_forming	group1
GCF_000590555.1	Non_spore_forming	group1
GCF_003428165.1	Non_spore_forming	group1
GCF_014643575.1	Non_spore_forming	group1
GCF_016908775.1	Non_spore_forming	group1
GCF_900109185.1	Non_spore_forming	group1
GCF_000975055.1	Non_spore_forming	group1
GCF_902813185.1	Non_spore_forming	group1
GCF_900142135.1	Non_spore_forming	group1
GCF_011927665.1	Non_spore_forming	group1
GCF_000024325.1	Non_spore_forming	group1
GCF_003751385.1	Non_spore_forming	group1
GCF_014197055.1	Non_spore_forming	group1
GCF_000169235.1	Non_spore_forming	group1
GCF_014640335.1	Non_spore_forming	group1
GCF_004322855.1	Non_spore_forming	group1
GCF_014640475.1	Non_spore_forming	group1
GCF_004300825.1	Non_spore_forming	group1
GCF_003688555.1	Non_spore_forming	group1
GCF_000722635.1	Non_spore_forming	group1
GCF_016908995.1	Non_spore_forming	group1
GCF_002806915.1	Non_spore_forming	group1
GCF_001730315.1	Non_spore_forming	group1
GCF_014396165.1	Non_spore_forming	group1
GCF_000745905.1	Non_spore_forming	group1
GCF_900100515.1	Non_spore_forming	group1
GCF_000420625.1	Non_spore_forming	group1
GCF_900109025.1	Non_spore_forming	group1
GCF_900115705.1	Non_spore_forming	group1
GCF_016908355.1	Non_spore_forming	group1
GCF_900102745.1	Non_spore_forming	group1
GCF_000377745.1	Non_spore_forming	group1
GCF_000248035.1	Non_spore_forming	group1
GCF_003183825.1	Non_spore_forming	group1
GCF_001655005.1	Non_spore_forming	group1
GCF_000376785.1	Non_spore_forming	group1
GCF_016908315.1	Non_spore_forming	group1
GCF_000428505.1	Non_spore_forming	group1
GCF_004361875.1	Non_spore_forming	group1
GCF_014191425.1	Non_spore_forming	group1
GCF_000423145.1	Non_spore_forming	group1
GCF_000023785.1	Non_spore_forming	group1
GCF_000526715.1	Non_spore_forming	group1
GCF_900141805.1	Non_spore_forming	group1
GCF_900104245.1	Non_spore_forming	group1
GCF_000258405.1	Non_spore_forming	group1
GCF_014647255.1	Non_spore_forming	group1
GCF_900129455.1	Non_spore_forming	group1
GCF_001708405.1	Non_spore_forming	group1
GCF_000023325.1	Non_spore_forming	group1
GCF_001436695.1	Non_spore_forming	group1
GCF_019656055.1	Non_spore_forming	group1
GCF_900116425.1	Non_spore_forming	group2
GCF_014202995.1	Non_spore_forming	group2
GCF_014198875.1	Non_spore_forming	group2
GCF_007995015.1	Non_spore_forming	group2
GCF_001618865.1	Non_spore_forming	group2
GCF_016595435.1	Non_spore_forming	group2
GCF_001310955.1	Non_spore_forming	group2
GCF_900167325.1	Non_spore_forming	group2
GCF_000745455.1	Non_spore_forming	group2
GCF_016836705.1	Non_spore_forming	group2
GCF_001043885.1	Non_spore_forming	group2
GCF_013409785.1	Non_spore_forming	group2
GCF_000380565.1	Non_spore_forming	group2
GCF_014646195.1	Non_spore_forming	group2
GCF_002998925.1	Non_spore_forming	group2
GCF_000276805.1	Non_spore_forming	group2
GCF_004216915.1	Non_spore_forming	group2
GCF_003050755.1	Non_spore_forming	group2
GCF_002101635.1	Non_spore_forming	group2
GCF_010730355.1	Non_spore_forming	group2
GCF_000024365.1	Non_spore_forming	group2
GCF_002216005.1	Non_spore_forming	group2
GCF_014873955.1	Non_spore_forming	group2
GCF_000711955.1	Non_spore_forming	group2
GCF_000969705.1	Non_spore_forming	group2
GCF_004912195.1	Non_spore_forming	group2
GCF_003148465.1	Non_spore_forming	group2
GCF_000422885.1	Non_spore_forming	group2
GCF_018802605.1	Non_spore_forming	group2
GCF_014652495.1	Non_spore_forming	group2
GCF_006494415.1	Non_spore_forming	group2
GCF_900168155.1	Non_spore_forming	group2
GCF_000685075.1	Non_spore_forming	group2
GCF_900111785.1	Non_spore_forming	group2
GCF_000763905.1	Non_spore_forming	group2
GCF_003966955.1	Non_spore_forming	group2
GCF_014651915.1	Non_spore_forming	group2
GCF_000519325.1	Non_spore_forming	group2
GCF_002895565.1	Non_spore_forming	group2
GCF_004339575.1	Non_spore_forming	group2
GCF_011189575.1	Non_spore_forming	group2
GCF_001687665.2	Non_spore_forming	group2
GCF_000422965.1	Non_spore_forming	group2
GCF_000212375.1	Non_spore_forming	group2
GCF_000614065.1	Non_spore_forming	group2
GCF_000614865.1	Non_spore_forming	group2
GCF_000380985.1	Non_spore_forming	group2
GCF_001854475.1	Non_spore_forming	group2
GCF_014203195.1	Non_spore_forming	group2
GCF_008801715.1	Non_spore_forming	group2
GCF_004291315.1	Non_spore_forming	group2
GCF_007970185.1	Non_spore_forming	group2
GCF_900104125.1	Non_spore_forming	group2
GCF_008801455.1	Non_spore_forming	group2
GCF_001431405.1	Non_spore_forming	group2
GCF_000426625.1	Non_spore_forming	group2
GCF_000381745.1	Non_spore_forming	group2
GCF_013416335.1	Non_spore_forming	group2
GCF_004153445.1	Non_spore_forming	group2
GCF_014640905.1	Non_spore_forming	group2
GCF_900218025.1	Non_spore_forming	group2
GCF_900094585.1	Non_spore_forming	group2
GCF_008011915.1	Non_spore_forming	group2
GCF_001894925.1	Non_spore_forming	group2
GCF_900142415.1	Non_spore_forming	group2
GCF_001592935.1	Non_spore_forming	group2
GCF_000473895.1	Non_spore_forming	group2
GCF_019448335.1	Non_spore_forming	group2
GCF_007829035.1	Non_spore_forming	group2
GCF_014651855.1	Non_spore_forming	group2
GCF_900107495.1	Non_spore_forming	group2
GCF_900102915.1	Non_spore_forming	group2
GCF_003732545.1	Non_spore_forming	group2
GCF_000737325.1	Non_spore_forming	group2
GCF_000092825.1	Non_spore_forming	group2
GCF_000381005.1	Non_spore_forming	group2
GCF_002563925.1	Non_spore_forming	group2
GCF_008001015.1	Non_spore_forming	group2
GCF_000224715.1	Non_spore_forming	group2
GCF_000738675.1	Non_spore_forming	group2
GCF_900101535.1	Non_spore_forming	group2
GCF_018394335.1	Non_spore_forming	group2
GCF_000463155.2	Non_spore_forming	group2
GCF_003725295.1	Non_spore_forming	group2
GCF_000616095.1	Non_spore_forming	group2
GCF_000423665.1	Non_spore_forming	group2
GCF_000024985.1	Non_spore_forming	group2
GCF_014199685.1	Non_spore_forming	group2
GCF_000426705.1	Non_spore_forming	group2
GCF_000374025.1	Non_spore_forming	group2
GCF_000422345.1	Non_spore_forming	group2
GCF_000024545.1	Non_spore_forming	group2
GCF_002902085.1	Non_spore_forming	group2
GCF_000235645.1	Non_spore_forming	group2
GCF_008633005.1	Non_spore_forming	group2
GCF_000188195.1	Non_spore_forming	group2
GCF_000183725.1	Non_spore_forming	group2
GCF_000250875.1	Non_spore_forming	group2
GCF_001889065.1	Non_spore_forming	group2
GCF_001311885.1	Non_spore_forming	group2
GCF_006503695.1	Non_spore_forming	group2
GCF_900111755.1	Non_spore_forming	group2
GCF_000184705.1	Non_spore_forming	group2
GCF_900142095.1	Non_spore_forming	group2
GCF_000427825.1	Non_spore_forming	group2
GCF_000217795.1	Non_spore_forming	group2
GCF_000423865.1	Non_spore_forming	group2
GCF_001748285.1	Non_spore_forming	group2
GCF_900102145.1	Non_spore_forming	group2
GCF_010915725.1	Non_spore_forming	group2
GCF_900111395.1	Non_spore_forming	group2
GCF_001575215.1	Non_spore_forming	group2
GCF_004341385.1	Non_spore_forming	group2
GCF_900107935.1	Non_spore_forming	group2
